1321,sameta/mokwerero,264
1322,bobasi boitangare,264
1323,majoge,265
1324,boochi/tendere,265
1325,bosoti/sengera,265
1326,ichuni,266
1327,nyamasibi,266
1328,masimba,266
1329,gesusu,266
1330,kiamokama,266
1331,bobaracho,267
1332,kisii central,267
1333,keumbu,267
1334,kiogoro,267
1335,birongo,267
1336,ibeno,267
1337,monyerero,268
1338,sensi,268
1339,marani,268
1340,kegogi,268
1341,bogusero,269
1342,bogeka,269
1343,nyakoe,269
1344,kitutu   central,269
1345,nyatieko,269
1346,rigoma,270
1347,gachuba,270
1348,kemera,270
1349,magombo,270
1350,manga,270
1351,gesima,270
1352,nyamaiya,271
1353,bogichora,271
1354,bosamaro,271
1355,bonyamatuta,271
1356,township,271
1357,itibo,272
1358,bomwagamo,272
1359,bokeira,272
1360,magwagwa,272
1361,ekerenyo,272
1362,mekenene,273
1363,kiabonyoru,273
1364,nyansiongo,273
1365,esise,273
1366,kitisuru,274
1367,parklands/highridge,274
1368,karura,274
1369,kangemi,274
1370,mountain view,274
1371,kilimani,275
1372,kawangware,275
1373,gatina,275
1374,kileleshwa,275
1375,kabiro,275
1376,mutuini,276
1377,ngando,276
1378,riruta,276
1379,uthiru/ruthimitu,276
1380,waithaka,276
1381,karen,277
1382,nairobi west,277
1383,mugumo-ini,277
1384,south-c,277
1385,nyayo highrise,277
1386,laini saba,278
1387,lindi,278
1388,makina,278
1389,woodley/kenyatta golf,278
1390,sarangombe,278
1391,githurai,279
1392,kahawa west,279
1393,zimmerman,279
1394,roysambu,279
1395,kahawa,279
1396,claycity,280
1397,mwiki,280
1398,kasarani,280
1399,njiru,280
1400,ruai,280
1401,baba dogo,281
1402,utalii,281
1403,mathare north,281
1404,lucky summer,281
1405,korogocho,281
1406,imara daima,282
1407,kwa njenga,282
1408,kwa reuben,282
1409,pipeline,282
1410,kware,282
1411,kariobangi north,283
1412,dandora area i,283
